Name: 010|108.212891|100|100|0|0
Name: 010|108.778046|100|100|0|0
Name: 010|108.785034|100|100|0|0
Name: 010|109.025620|100|100|0|0
Name: 010|109.038055|100|100|0|0
Name: 010|109.051025|100|100|0|0
Name: 010|108.687370|100|100|0|0
Name: 010|108.172142|100|100|0|0
Name: 010|107.891891|100|100|0|0
Name: 010|107.037781|100|100|0|0
Name: 010|105.819206|100|100|0|0
Name: 010|104.620888|100|100|0|0
Name: 010|103.553772|100|100|0|0
Name: 010|100.784309|100|100|0|0
Name: 010|98.829750|100|100|0|0
Name: 010|98.447533|100|100|0|0
Name: 010|97.969620|100|100|0|0
Name: 010|97.480896|100|100|0|0
Name: 010|96.469826|100|100|0|0
Name: 010|95.946869|100|100|0|0
Name: 010|96.009010|100|100|0|0
Name: 010|95.469101|100|100|0|0
Name: 010|94.351082|100|100|0|0
Name: 010|94.398712|100|100|0|0
Name: 010|93.814079|100|100|0|0
Name: 010|93.215485|100|100|0|0
Name: 010|92.573364|100|100|0|0
Name: 010|90.000000|100|100|0|0
Name: 010|87.878899|100|100|0|0
Name: 010|84.871803|100|100|0|0
Name: 010|82.303940|100|100|0|0
Name: 010|76.944740|100|100|0|0
Name: 010|71.565033|100|100|0|0
Name: 010|55.784271|100|100|0|0
Name: 010|47.069996|100|100|0|0
Name: 010|40.179195|100|100|0|0
Name: 010|33.959015|100|100|0|0
Name: 010|29.623699|100|100|0|0
Name: 010|26.565001|100|100|0|0
Name: 010|22.328602|100|100|0|0
Name: 010|21.447681|100|100|0|0
Name: 010|20.555988|100|100|0|0
Name: 010|19.653767|100|100|0|0
Name: 010|18.741283|100|100|0|0
Name: 010|20.323080|100|100|0|0
Name: 010|24.179054|100|100|0|0
Name: 010|30.963709|100|100|0|0
Name: 010|40.971695|100|100|0|0
Name: 010|51.519772|100|100|0|0
Name: 010|64.397789|100|100|0|0
Name: 010|90.806931|100|100|0|0
Name: 010|99.229897|100|100|0|0
Name: 010|103.736282|100|100|0|0
Name: 010|106.326866|100|100|0|0
Name: 010|108.600082|100|100|0|0
Name: 010|109.942398|100|100|0|0
Name: 010|110.339241|100|100|0|0
Name: 010|111.134254|100|100|0|0
Name: 010|111.068993|100|100|0|0
Name: 010|111.161278|100|100|0|0
Name: 010|111.250526|100|100|0|0
Name: 010|111.271629|100|100|0|0
Name: 010|110.836693|100|100|0|0
